Feature ID	Taxon	Confidence
0072e82706962fd9d2ff1defd0bb8c3f	d__Bacteria;p__Chloroflexota;c__Anaerolineae	0.9975565393135608
0073884f0dad6a59237e09f3c3108167	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Incertae_Sedis	0.7324683511896762
00778411d30d89f9319124dbd385b0a3	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9130273524521662
007798a34afb37e2cf7fb6852d1bc2a7	d__Archaea;p__Aenigmarchaeota;c__Aenigmarchaeia;o__Aenigmarchaeales;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.7359517669306647
0077f12b4947af1ea53fb28af0d7ca0a	d__Bacteria;p__Bacteroidota;c__Bacteroidia	0.9981179144287833
00780b9431380486e6d1b3f195433756	d__Eukaryota	0.7305570870171725
007891e0424f8e11b1e6c737d44ac724	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__SAR116_clade;g__Incertae_Sedis;s__	0.9968480554986329
0079c48aa5ec49ef982bd88a0c3a3550	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Incertae_Sedis;s__	0.8749920818035882
007a1d1d59b3a1fa5c7b968abfdbc434	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Chloroplast;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9900812501180638
007a4312a2fbe2f5af2f48bc44d07bc0	d__Bacteria	0.7104395210763947
007a7abf9a6d7428440104a3eae2d4cf	d__Bacteria	0.9920355007320538
007a8f31dab28cca0aacfb7c56688a50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS4_marine_group;s__	0.9997995572430506
007c61c63402a35655116fe24655a077	d__Bacteria;p__Patescibacteria;c__Parcubacteria	0.9968159730742785
007c7746047a753dc69b70d3aeac1172	d__Bacteria	0.9714134264295151
007c975aba44debaee8ce023a21bd8ae	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae	0.9991165556540731
