Location,Subcommunity,TaxRank,Site1,Site2,Bray,Geo_km,Env_distance,Salinity_difference
Biloxi Bay,Total,ASV,BIL_ST6,BIL_ST3,0.48218767923716804,3.912818427985623,3.92393339970335,4.23
Biloxi Bay,Total,ASV,BIL_ST7,BIL_ST3,0.48471156039076907,5.819144526745424,3.258615022028578,5.550000000000001
Biloxi Bay,Total,ASV,BIL_ST8,BIL_ST3,0.5260876114838895,9.584281141801412,3.8538931567141934,6.899999999999999
Biloxi Bay,Total,ASV,BIL_ST9,BIL_ST3,0.54335922918603,10.436511107130958,3.904814031565072,6.84
Biloxi Bay,Total,ASV,BIL_ST5,BIL_ST4,0.3900620606574499,2.5604480152713722,1.4811273103882527,1.7699999999999996
Biloxi Bay,Total,ASV,BIL_ST6,BIL_ST4,0.41938950606788,5.013070994466372,2.5374966823285425,2.4000000000000004
Biloxi Bay,Total,ASV,BIL_ST7,BIL_ST4,0.44795272035460915,7.749297726496992,2.061797261417825,3.7200000000000006
Biloxi Bay,Total,ASV,BIL_ST8,BIL_ST4,0.5004650708995525,11.63252524666425,2.6210834317788003,5.0699999999999985
Biloxi Bay,Total,ASV,BIL_ST9,BIL_ST4,0.5090980103617865,12.416291018602198,2.645490611175981,5.01
Biloxi Bay,Total,ASV,BIL_ST6,BIL_ST5,0.3471349645321616,3.2773496337228654,1.085866668527017,0.6300000000000008
Biloxi Bay,Total,ASV,BIL_ST7,BIL_ST5,0.359112372709618,6.357932819440825,1.4455313205428908,1.950000000000001
Biloxi Bay,Total,ASV,BIL_ST8,BIL_ST5,0.3895226507200319,10.149287020235441,1.774994858676821,3.299999999999999
Biloxi Bay,Total,ASV,BIL_ST9,BIL_ST5,0.4168336821585211,10.834132111193693,1.7536697751043786,3.24
Biloxi Bay,Total,ASV,BIL_ST7,BIL_ST6,0.3749680151732461,3.0982937176586067,2.0431769336576417,1.3200000000000003
Biloxi Bay,Total,ASV,BIL_ST8,BIL_ST6,0.4216635351070495,6.8745306469883785,2.083756514099894,2.669999999999998
Biloxi Bay,Total,ASV,BIL_ST9,BIL_ST6,0.42391879554508255,7.576026675275992,2.0191635344139076,2.6099999999999994
Biloxi Bay,Total,ASV,BIL_ST8,BIL_ST7,0.3370661431357266,3.8843483136620143,0.6367399576389234,1.3499999999999979
Biloxi Bay,Total,ASV,BIL_ST9,BIL_ST7,0.3524943411957613,4.675918759007039,0.7182341439438349,1.2899999999999991
Biloxi Bay,Total,ASV,BIL_ST9,BIL_ST8,0.34761179834852685,0.9148611791020995,0.18549897319492195,0.05999999999999872
Pascagoula Bay,Abundant,ASV,PAS_ST10,PAS_ST1,0.7595239946578688,18.83498911202305,5.61549745263697,27.96
Pascagoula Bay,Abundant,ASV,PAS_ST2,PAS_ST1,0.2225428547784432,1.6487857095222387,1.4639684775966948,1.02
Pascagoula Bay,Abundant,ASV,PAS_ST3,PAS_ST1,0.3872218163108316,2.4784731959616755,1.37516654431778,2.5700000000000003
